I (42115) main: Raw_angle: 89.51, Angle: 89.51, PID Output: -6, Delay: 5000
I (51675) main: Raw_angle: 88.63, Angle: 77.51, PID Output: 364, Delay: 5000
I (51685) main: Raw_angle: 77.51, Angle: 77.51, PID Output: 353, Delay: 4658
I (51695) main: Raw_angle: 77.51, Angle: 99.73, PID Output: -335, Delay: 4670
I (51705) main: Raw_angle: 99.73, Angle: 99.73, PID Output: -312, Delay: 4689
I (51715) main: Raw_angle: 103.88, Angle: 99.73, PID Output: -312, Delay: 4714
I (51725) main: Raw_angle: 101.57, Angle: 99.73, PID Output: -312, Delay: 4714
I (51735) main: Raw_angle: 99.73, Angle: 101.57, PID Output: -369, Delay: 4714
I (51745) main: Raw_angle: 101.57, Angle: 103.88, PID Output: -439, Delay: 4652
I (51755) main: Raw_angle: 103.88, Angle: 103.88, PID Output: -437, Delay: 4576
I (51765) main: Raw_angle: 103.88, Angle: 103.88, PID Output: -437, Delay: 4578
I (51775) main: Raw_angle: 103.88, Angle: 103.88, PID Output: -437, Delay: 4578
I (51785) main: Raw_angle: 103.88, Angle: 103.88, PID Output: -437, Delay: 4578
I (51795) main: Raw_angle: 103.88, Angle: 101.57, PID Output: -365, Delay: 4578
I (51805) main: Raw_angle: 101.57, Angle: 87.81, PID Output: 58, Delay: 4657
I (51815) main: Raw_angle: 87.81, Angle: 80.45, PID Output: 272, Delay: 4991
I (51825) main: Raw_angle: 80.45, Angle: 80.45, PID Output: 265, Delay: 4758
I (51835) main: Raw_angle: 80.45, Angle: 80.45, PID Output: 265, Delay: 4765
I (51845) main: Raw_angle: 80.45, Angle: 80.45, PID Output: 265, Delay: 4765
I (51855) main: Raw_angle: 80.45, Angle: 80.45, PID Output: 265, Delay: 4765
I (51865) main: Raw_angle: 80.45, Angle: 87.81, PID Output: 37, Delay: 4765
I (51875) main: Raw_angle: 87.81, Angle: 87.81, PID Output: 44, Delay: 5000
I (51885) main: Raw_angle: 87.81, Angle: 87.81, PID Output: 44, Delay: 5000
I (51895) main: Raw_angle: 87.81, Angle: 87.81, PID Output: 44, Delay: 5000
I (51905) main: Raw_angle: 87.81, Angle: 87.81, PID Output: 44, Delay: 5000
I (51915) main: Raw_angle: 87.81, Angle: 64.42, PID Output: 769, Delay: 5000
I (51925) main: Raw_angle: 64.42, Angle: 46.99, PID Output: 1286, Delay: 4217
I (51935) main: Raw_angle: 46.99, Angle: 46.99, PID Output: 1269, Delay: 3654
I (51945) main: Raw_angle: 46.99, Angle: 46.99, PID Output: 1269, Delay: 3672
I (51955) main: Raw_angle: 46.99, Angle: 46.99, PID Output: 1269, Delay: 3672
I (51965) main: Raw_angle: 46.99, Angle: 46.99, PID Output: 1269, Delay: 3672
I (51975) main: Raw_angle: 46.99, Angle: 46.99, PID Output: 1269, Delay: 3672
I (51985) main: Raw_angle: 45.99, Angle: 46.99, PID Output: 1269, Delay: 3672
I (51995) main: Raw_angle: 46.99, Angle: 68.98, PID Output: 587, Delay: 3672
I (52005) main: Raw_angle: 68.98, Angle: 88.73, PID Output: -2, Delay: 4415
I (52015) main: Raw_angle: 88.73, Angle: 103.45, PID Output: -439, Delay: 5000
I (52025) main: Raw_angle: 103.45, Angle: 103.45, PID Output: -424, Delay: 4576
I (52035) main: Raw_angle: 103.45, Angle: 103.45, PID Output: -424, Delay: 4592
I (52045) main: Raw_angle: 103.45, Angle: 109.37, PID Output: -608, Delay: 4592
I (52055) main: Raw_angle: 109.37, Angle: 109.37, PID Output: -602, Delay: 4392
I (52065) main: Raw_angle: 109.37, Angle: 109.37, PID Output: -602, Delay: 4399
I (52075) main: Raw_angle: 109.37, Angle: 109.37, PID Output: -602, Delay: 4399
I (52085) main: Raw_angle: 109.37, Angle: 100.26, PID Output: -319, Delay: 4399
I (52095) main: Raw_angle: 100.26, Angle: 100.26, PID Output: -328, Delay: 4707
I (52105) main: Raw_angle: 100.26, Angle: 88.27, PID Output: 42, Delay: 4697
I (52115) main: Raw_angle: 88.27, Angle: 82.29, PID Output: 216, Delay: 5000
I (52125) main: Raw_angle: 82.29, Angle: 82.29, PID Output: 210, Delay: 4819
I (52135) main: Raw_angle: 82.29, Angle: 88.27, PID Output: 24, Delay: 4825
I (52145) main: Raw_angle: 88.27, Angle: 100.26, PID Output: -340, Delay: 5000
I (52155) main: Raw_angle: 100.26, Angle: 100.26, PID Output: -328, Delay: 4684
I (52165) main: Raw_angle: 100.26, Angle: 88.27, PID Output: 42, Delay: 4697
I (52175) main: Raw_angle: 88.27, Angle: 82.29, PID Output: 216, Delay: 5000
